ID,Language_ID,Concept,Form,Comment,Segments,Source
west_teke_kissiele__good,west_teke_kissiele,good,bvɛ,,,
west_teke_kissiele__ground,west_teke_kissiele,ground,tsiyɛ,,,
west_teke_kissiele__hair,west_teke_kissiele,hair,pfu/bapfu,,,
west_teke_kissiele__head,west_teke_kissiele,head,mu-tswe/mi-tswe,,,
west_teke_kissiele__heart,west_teke_kissiele,heart,mu-tima,,,
west_teke_kissiele__horn,west_teke_kissiele,horn,tsiimɛ/matsimɛ,,,
west_teke_kissiele__knee,west_teke_kissiele,knee,buho/mabuho,,,
west_teke_kissiele__leaf,west_teke_kissiele,leaf,tswisi/matswisi,,,
west_teke_kissiele__leg,west_teke_kissiele,leg,kulu/mili,,,
west_teke_kissiele__liver,west_teke_kissiele,liver,li-soho,,,
west_teke_kissiele__long,west_teke_kissiele,long,la,,,
west_teke_kissiele__louse,west_teke_kissiele,louse,tsini/batsini,,,
west_teke_kissiele__man,west_teke_kissiele,man,balɛhɛ/babalɛhɛ,,,
west_teke_kissiele__many,west_teke_kissiele,many,pˈilɛ,,,
west_teke_kissiele__meat,west_teke_kissiele,meat,ɲama,,,
west_teke_kissiele__moon,west_teke_kissiele,moon,tsüi/batsüi,,,
west_teke_kissiele__mountain,west_teke_kissiele,mountain,lisɛlɛ,,,
west_teke_kissiele__mouth,west_teke_kissiele,mouth,mu-ɲwa/mi-ɲwa,,,
west_teke_kissiele__nail,west_teke_kissiele,nail,liɲala/maɲala,,,
west_teke_kissiele__name,west_teke_kissiele,name,nduhu/manduhu,,,
west_teke_kissiele__neck,west_teke_kissiele,neck,li-kii/makii,,,
west_teke_kissiele__new,west_teke_kissiele,new,naseri,,,
west_teke_kissiele__night,west_teke_kissiele,night,bu-tsuhu,,,
west_teke_kissiele__nose,west_teke_kissiele,nose,yulu/mayulu,,,
west_teke_kissiele__one,west_teke_kissiele,one,humo (kumo),,,
west_teke_kissiele__path,west_teke_kissiele,path,kuulo/makkulo,,,
west_teke_kissiele__person,west_teke_kissiele,person,muutu/baata,,,
west_teke_kissiele__rain,west_teke_kissiele,rain,mvula,,,
west_teke_kissiele__red,west_teke_kissiele,red,byɛɛ,,,
west_teke_kissiele__red_s2,west_teke_kissiele,red,tswaa,,,
west_teke_kissiele__root,west_teke_kissiele,root,mu-dza/mi-dza,,,
west_teke_kissiele__round,west_teke_kissiele,round,kokobo,,,
west_teke_kissiele__sand,west_teke_kissiele,sand,mu-sihi,,,
west_teke_kissiele__seed,west_teke_kissiele,seed,kun(a),,,
west_teke_kissiele__skin,west_teke_kissiele,skin,mu-kobo/mi-kobo,,,
west_teke_kissiele__sleep_n,west_teke_kissiele,sleep_n,tolo,,,
west_teke_kissiele__small,west_teke_kissiele,small,byɛtɛ,,,
west_teke_kissiele__small_s2,west_teke_kissiele,small,kɛhɛ,,,
west_teke_kissiele__smoke,west_teke_kissiele,smoke,yuku,,,
west_teke_kissiele__star,west_teke_kissiele,star,mvɛlɛlɛ,,,
west_teke_kissiele__stone,west_teke_kissiele,stone,maya,,,
west_teke_kissiele__sun,west_teke_kissiele,sun,-tɛrɛ,,,
west_teke_kissiele__swim,west_teke_kissiele,swim,kuyoko,,,
west_teke_kissiele__tail,west_teke_kissiele,tail,mukilɛ/mikilɛ,,,
west_teke_kissiele__to_burn,west_teke_kissiele,to_burn,ku-tsuka,,,
west_teke_kissiele__to_come,west_teke_kissiele,to_come,ku-ya,,,
west_teke_kissiele__to_die,west_teke_kissiele,to_die,kukwa,,,
west_teke_kissiele__to_drink,west_teke_kissiele,to_drink,ku-ɲwa,,,
west_teke_kissiele__to_eat,west_teke_kissiele,to_eat,kudza,,,
west_teke_kissiele__to_fly,west_teke_kissiele,to_fly,ku-dzumuna,,,
west_teke_kissiele__to_give,west_teke_kissiele,to_give,ku-wa,,,
west_teke_kissiele__to_kill,west_teke_kissiele,to_kill,ku-dzubo,,,
west_teke_kissiele__to_know,west_teke_kissiele,to_know,ku-yaaba,,,
west_teke_kissiele__to_lie_down,west_teke_kissiele,to_lie_down,la,,,
west_teke_kissiele__to_say,west_teke_kissiele,to_say,kulɛlɛ,,,
west_teke_kissiele__to_see,west_teke_kissiele,to_see,ku-mona,,,
west_teke_kissiele__to_sit,west_teke_kissiele,to_sit,bva,,,
west_teke_kissiele__to_sit_s2,west_teke_kissiele,to_sit,sini,,,
west_teke_kissiele__to_stand,west_teke_kissiele,to_stand,tɛmana,,,
west_teke_kissiele__to_walk,west_teke_kissiele,to_walk,ku-dzwɛ,,,
west_teke_kissiele__tongue,west_teke_kissiele,tongue,lilimi/malimi,,,
west_teke_kissiele__tooth,west_teke_kissiele,tooth,dzini/mini,,,
west_teke_kissiele__tree,west_teke_kissiele,tree,mu-ti/mi-ti,,,
west_teke_kissiele__two,west_teke_kissiele,two,byɛlɛ,,,
west_teke_kissiele__warm_weather,west_teke_kissiele,warm_weather,mšɛmšɛrɛ,,,
west_teke_kissiele__water,west_teke_kissiele,water,madza,,,
west_teke_kissiele__what,west_teke_kissiele,what,kema,,,
west_teke_kissiele__white,west_teke_kissiele,white,pɛɛ,,,
west_teke_kissiele__who,west_teke_kissiele,who,na,,,
west_teke_kissiele__woman,west_teke_kissiele,woman,mu-kaasi/ba-kaasi,,,
west_teke_komono__all,west_teke_komono,all,-see,,,
west_teke_komono__ashes,west_teke_komono,ashes,lefuta,,,
west_teke_komono__bark,west_teke_komono,bark,ke-súu,,,
west_teke_komono__belly,west_teke_komono,belly,moyu,,,
west_teke_komono__big,west_teke_komono,big,nyini,,,
west_teke_komono__bird,west_teke_komono,bird,nyune,,,
west_teke_komono__black,west_teke_komono,black,piina,,,
west_teke_komono__blood,west_teke_komono,blood,mu-kila,,,
west_teke_komono__bone,west_teke_komono,bone,mewise,,,
west_teke_komono__breast,west_teke_komono,breast,-byele,,,
west_teke_komono__cloud,west_teke_komono,cloud,ma-yili,,,
west_teke_komono__cold,west_teke_komono,cold,pfe,,,
west_teke_komono__dog,west_teke_komono,dog,-mva,,,
west_teke_komono___to_be_dry,west_teke_komono,to_be_dry,ke-kaya,,,
west_teke_komono__ear,west_teke_komono,ear,cwi,,,
west_teke_komono__egg,west_teke_komono,egg,-ki,,,
west_teke_komono__eye,west_teke_komono,eye,-disi,,,
west_teke_komono__fat,west_teke_komono,fat,maala,,,
west_teke_komono__feather,west_teke_komono,feather,le-sala,,,
west_teke_komono__fire,west_teke_komono,fire,baa,,,
west_teke_komono__fish,west_teke_komono,fish,-cwi,,,
west_teke_komono__full,west_teke_komono,full,luulu,,,
west_teke_komono__full_s2,west_teke_komono,full,fwaa,,,
west_teke_komono__good,west_teke_komono,good,-bwe,,,
west_teke_komono__ground,west_teke_komono,ground,tsiye,,,
west_teke_komono__hair,west_teke_komono,hair,-pfu,,,
west_teke_komono__head,west_teke_komono,head,cwe,,,
west_teke_komono__heart,west_teke_komono,heart,-tima,,,
west_teke_komono__horn,west_teke_komono,horn,-ntsiima,,,
west_teke_komono__knee,west_teke_komono,knee,buwo,,,
west_teke_komono__leaf,west_teke_komono,leaf,tshiti,,,
west_teke_komono__liver,west_teke_komono,liver,ejibé,,,
west_teke_komono__long,west_teke_komono,long,-lá,,,
west_teke_komono__louse,west_teke_komono,louse,tsiina,,,
west_teke_komono__man,west_teke_komono,man,baleka,,,
west_teke_komono__many,west_teke_komono,many,-laka,,,
west_teke_komono__meat,west_teke_komono,meat,tuwo,,,
west_teke_komono__moon,west_teke_komono,moon,mwiile,,,
west_teke_komono__mountain,west_teke_komono,mountain,ke-sele,,,
west_teke_komono__mouth,west_teke_komono,mouth,-unywa,,,
west_teke_komono__nail,west_teke_komono,nail,linyala,,,
west_teke_komono__name,west_teke_komono,name,mutú,,,
west_teke_komono__neck,west_teke_komono,neck,le-kii,,,
west_teke_komono__new,west_teke_komono,new,nya-peti,,,
west_teke_komono__night,west_teke_komono,night,-cuku,,,
west_teke_komono__nose,west_teke_komono,nose,aa-yulu,,,
west_teke_komono__one,west_teke_komono,one,-mo,,,
west_teke_komono__path,west_teke_komono,path,kuula,,,
west_teke_komono__person,west_teke_komono,person,muntu/baatu,,,
west_teke_komono__red,west_teke_komono,red,mbiye (mbiiye),,,
west_teke_komono__root,west_teke_komono,root,mo-jwa,,,
west_teke_komono__round,west_teke_komono,round,ke-iye,,,
west_teke_komono__sand,west_teke_komono,sand,-siiye,,,
west_teke_komono__skin,west_teke_komono,skin,kaana,,,
west_teke_komono__sleep_n,west_teke_komono,sleep_n,latolo,,,
west_teke_komono__small,west_teke_komono,small,kiité,,,
west_teke_komono__smoke,west_teke_komono,smoke,yuku,,,
west_teke_komono__star,west_teke_komono,star,mvwele,,,
west_teke_komono__stone,west_teke_komono,stone,maya,,,
west_teke_komono__sun,west_teke_komono,sun,miyi,,,
west_teke_komono__tail,west_teke_komono,tail,mokili,,,
west_teke_komono__to_bite,west_teke_komono,to_bite,kakaka,,,
west_teke_komono__to_burn,west_teke_komono,to_burn,-cuku,,,
west_teke_komono__to_come,west_teke_komono,to_come,-yà,,,
west_teke_komono__to_die,west_teke_komono,to_die,kwá,,,
west_teke_komono__to_drink,west_teke_komono,to_drink,kanyo,,,
west_teke_komono__to_eat,west_teke_komono,to_eat,dza,,,
west_teke_komono__to_fly,west_teke_komono,to_fly,ka-djuma,,,
west_teke_komono__to_give,west_teke_komono,to_give,waka,,,
west_teke_komono__to_hear,west_teke_komono,to_hear,ke-yuku,,,
west_teke_komono__to_kill,west_teke_komono,to_kill,-jubu,,,
west_teke_komono__to_know,west_teke_komono,to_know,-yaawa,,,
west_teke_komono__to_lie_down,west_teke_komono,to_lie_down,langa lubali,,,
west_teke_komono__to_say,west_teke_komono,to_say,kelaka,,,
west_teke_komono__to_see,west_teke_komono,to_see,-moni,,,
west_teke_komono__to_sit,west_teke_komono,to_sit,tsyina,,,
west_teke_komono__to_stand,west_teke_komono,to_stand,motele,,,
west_teke_komono__to_walk,west_teke_komono,to_walk,jwe,,,
west_teke_komono__tongue,west_teke_komono,tongue,le-lima,,,
west_teke_komono__tooth,west_teke_komono,tooth,miina,,,
west_teke_komono__tree,west_teke_komono,tree,-tí,,,
west_teke_komono__two,west_teke_komono,two,ele/ole,,,
west_teke_komono__warm_weather,west_teke_komono,warm_weather,bele,,,
west_teke_komono__water,west_teke_komono,water,ma-dza,,,
west_teke_komono__what,west_teke_komono,what,kema,,,
west_teke_komono__white,west_teke_komono,white,-pfooko,,,
west_teke_komono__who,west_teke_komono,who,nna,,,
west_teke_komono__woman,west_teke_komono,woman,kazi,,,
wuumu_kasangulu__all,wuumu_kasangulu,all,-ísɔ,,,
wuumu_kasangulu__ashes,wuumu_kasangulu,ashes,múfútu,,,
wuumu_kasangulu__bark,wuumu_kasangulu,bark,kíbá:l,,,
wuumu_kasangulu__belly,wuumu_kasangulu,belly,dúm,,,
wuumu_kasangulu__big,wuumu_kasangulu,big,búlɛ́,,,
wuumu_kasangulu__bird,wuumu_kasangulu,bird,nín,,,
wuumu_kasangulu__black,wuumu_kasangulu,black,ɛ́wút,,,
wuumu_kasangulu__blood,wuumu_kasangulu,blood,mákíl,,,
wuumu_kasangulu__bone,wuumu_kasangulu,bone,pfá,,,
wuumu_kasangulu__breast,wuumu_kasangulu,breast,bíl,,,
wuumu_kasangulu__cloud,wuumu_kasangulu,cloud,bídwír,,,
wuumu_kasangulu__cloud_s2,wuumu_kasangulu,cloud,bimvul,,,
wuumu_kasangulu__cold,wuumu_kasangulu,cold,múzír,,,
wuumu_kasangulu__dog,wuumu_kasangulu,dog,mbwá,,,
wuumu_kasangulu___to_be_dry,wuumu_kasangulu,to_be_dry,kúwú:m,,,
wuumu_kasangulu__ear,wuumu_kasangulu,ear,tswí,,,
wuumu_kasangulu__egg,wuumu_kasangulu,egg,kɛ́,,,
wuumu_kasangulu__eye,wuumu_kasangulu,eye,dís/mís,,,
wuumu_kasangulu__fat,wuumu_kasangulu,fat,mɛ́r,,,
wuumu_kasangulu__feather,wuumu_kasangulu,feather,lísál,,,
wuumu_kasangulu__fire,wuumu_kasangulu,fire,mbá:,,,
wuumu_kasangulu__fish,wuumu_kasangulu,fish,mbír ɛ́ mádyá,,,
wuumu_kasangulu__full,wuumu_kasangulu,full,ɛ́wír,,,
wuumu_kasangulu__good,wuumu_kasangulu,good,mpími,,,
wuumu_kasangulu__ground,wuumu_kasangulu,ground,mán,,,
wuumu_kasangulu__hair,wuumu_kasangulu,hair,mfús,,,
wuumu_kasangulu__head,wuumu_kasangulu,head,mútswí,,,
wuumu_kasangulu__heart,wuumu_kasangulu,heart,mbún,,,
wuumu_kasangulu__horn,wuumu_kasangulu,horn,kíbú,,,
wuumu_kasangulu__knee,wuumu_kasangulu,knee,bú:,,,
wuumu_kasangulu__leaf,wuumu_kasangulu,leaf,tswír,,,
wuumu_kasangulu__liver,wuumu_kasangulu,liver,mántsó,,,
wuumu_kasangulu__long,wuumu_kasangulu,long,búlɛ́,,,
wuumu_kasangulu__louse,wuumu_kasangulu,louse,ntsín,,,
wuumu_kasangulu__man,wuumu_kasangulu,man,bá:l,,,
wuumu_kasangulu__many,wuumu_kasangulu,many,ngíni,,,
wuumu_kasangulu__meat,wuumu_kasangulu,meat,ɛ́wúm,,,
wuumu_kasangulu__meat_s2,wuumu_kasangulu,meat,músún,,,
wuumu_kasangulu__moon,wuumu_kasangulu,moon,ńtswí,,,
wuumu_kasangulu__mountain,wuumu_kasangulu,mountain,kiwa:n,,,
wuumu_kasangulu__mouth,wuumu_kasangulu,mouth,múnwá,,,
wuumu_kasangulu__nail,wuumu_kasangulu,nail,yár/biyár,,,
wuumu_kasangulu__name,wuumu_kasangulu,name,dín,,,
wuumu_kasangulu__neck,wuumu_kasangulu,neck,nkí,,,
wuumu_kasangulu__new,wuumu_kasangulu,new,ɛ́mpá,,,
wuumu_kasangulu__night,wuumu_kasangulu,night,mpíb,,,
wuumu_kasangulu__nose,wuumu_kasangulu,nose,mbú:m,,,
wuumu_kasangulu__one,wuumu_kasangulu,one,múmó,,,
wuumu_kasangulu__path,wuumu_kasangulu,path,nzíl,,,
wuumu_kasangulu__person,wuumu_kasangulu,person,mú:t/bá:t,,,
wuumu_kasangulu__red,wuumu_kasangulu,red,kíbí,,,
wuumu_kasangulu__root,wuumu_kasangulu,root,múswél,,,
wuumu_kasangulu__round,wuumu_kasangulu,round,kímbwísín,,,
wuumu_kasangulu__sand,wuumu_kasangulu,sand,ntsí,,,
wuumu_kasangulu__seed,wuumu_kasangulu,seed,mbút,,,
wuumu_kasangulu__skin,wuumu_kasangulu,skin,ukɔ́b,,,
wuumu_kasangulu__small,wuumu_kasangulu,small,múpfɛ́,,,
wuumu_kasangulu__smoke,wuumu_kasangulu,smoke,múyúkí,,,
wuumu_kasangulu__star,wuumu_kasangulu,star,mpár,,,
wuumu_kasangulu__star_s2,wuumu_kasangulu,star,mót,,,
wuumu_kasangulu__stone,wuumu_kasangulu,stone,nkúl,,,
wuumu_kasangulu__sun,wuumu_kasangulu,sun,tɛ́r,,,
wuumu_kasangulu__swim,wuumu_kasangulu,swim,kudúp,,,
wuumu_kasangulu__tail,wuumu_kasangulu,tail,múkíl,,,
wuumu_kasangulu__to_burn,wuumu_kasangulu,to_burn,kudíki,,,
wuumu_kasangulu__to_come,wuumu_kasangulu,to_come,kýá,,,
wuumu_kasangulu__to_die,wuumu_kasangulu,to_die,kupfá,,,
wuumu_kasangulu__to_drink,wuumu_kasangulu,to_drink,kúnwá,,,
wuumu_kasangulu__to_eat,wuumu_kasangulu,to_eat,kúdiá,,,
wuumu_kasangulu__to_fly,wuumu_kasangulu,to_fly,kúfúmúk,,,
wuumu_kasangulu__to_give,wuumu_kasangulu,to_give,kúwá,,,
wuumu_kasangulu__to_hear,wuumu_kasangulu,to_hear,kúyúk,,,
wuumu_kasangulu__to_kill,wuumu_kasangulu,to_kill,kúdús,,,
wuumu_kasangulu__to_know,wuumu_kasangulu,to_know,kúyá:b,,,
wuumu_kasangulu__to_lie_down,wuumu_kasangulu,to_lie_down,kúlɛ́r,,,
wuumu_kasangulu__to_lie_down_s2,wuumu_kasangulu,to_lie_down,kúláːl,,,
wuumu_kasangulu__to_say,wuumu_kasangulu,to_say,kúmó:,,,
wuumu_kasangulu__to_see,wuumu_kasangulu,to_see,kúmɔ́n,,,
wuumu_kasangulu__to_sit,wuumu_kasangulu,to_sit,bwá,,,
wuumu_kasangulu__to_sit_s2,wuumu_kasangulu,to_sit,ntsín,,,
wuumu_kasangulu__to_stand,wuumu_kasangulu,to_stand,kutshúbútu,,,
wuumu_kasangulu__to_walk,wuumu_kasangulu,to_walk,kúkwɛ́tɛ́tɛ́,,,
wuumu_kasangulu__tongue,wuumu_kasangulu,tongue,lílím,,,
wuumu_kasangulu__tooth,wuumu_kasangulu,tooth,dín,,,
wuumu_kasangulu__tree,wuumu_kasangulu,tree,múti,,,
wuumu_kasangulu__two,wuumu_kasangulu,two,bíl,,,
wuumu_kasangulu__warm_weather,wuumu_kasangulu,warm_weather,mbá:,,,
wuumu_kasangulu__water,wuumu_kasangulu,water,madyá,,,
wuumu_kasangulu__what,wuumu_kasangulu,what,nkíkí lɔ́,,,
wuumu_kasangulu__white,wuumu_kasangulu,white,mpɛ́mbɛ́,,,
wuumu_kasangulu__who,wuumu_kasangulu,who,nna,,,
wuumu_kasangulu__woman,wuumu_kasangulu,woman,múkɛ́r,,,
wuumu_mobenga__all,wuumu_mobenga,all,-soo,,,
wuumu_mobenga__arm,wuumu_mobenga,arm,kwɔ́ɔ́/makwɔ́ɔ́,,,
wuumu_mobenga__ashes,wuumu_mobenga,ashes,muto/mito,,,
wuumu_mobenga__bark,wuumu_mobenga,bark,ipuu/bipuu,,,
wuumu_mobenga__belly,wuumu_mobenga,belly,dúm/madúm,,,
wuumu_mobenga__big,wuumu_mobenga,big,-kwút,,,
wuumu_mobenga__bird,wuumu_mobenga,bird,nnín,,,
wuumu_mobenga__black,wuumu_mobenga,black,ikal apíít,,,
wuumu_mobenga__blood,wuumu_mobenga,blood,makil,,,
wuumu_mobenga__bone,wuumu_mobenga,bone,tfa/matfa,,,
wuumu_mobenga__breast,wuumu_mobenga,breast,bíele/mabíele,,,
wuumu_mobenga__cloud,wuumu_mobenga,cloud,líbwé/mbwé,,,
wuumu_mobenga__cold,wuumu_mobenga,cold,muzíl/bizíl,,,
wuumu_mobenga__dog,wuumu_mobenga,dog,mbwa,,,
wuumu_mobenga___to_be_dry,wuumu_mobenga,to_be_dry,kúwú:m (iwúm),,,
wuumu_mobenga__ear,wuumu_mobenga,ear,tsé/matsé,,,
wuumu_mobenga__egg,wuumu_mobenga,egg,kɛ/makɛ,,,
wuumu_mobenga__eye,wuumu_mobenga,eye,díí/madíí,,,
wuumu_mobenga__fat,wuumu_mobenga,fat,mɛɛl,,,
wuumu_mobenga__feather,wuumu_mobenga,feather,lisál/nsál,,,
wuumu_mobenga__fire,wuumu_mobenga,fire,mbáá,,,
wuumu_mobenga__fish,wuumu_mobenga,fish,ibĺ/bibál,,,
wuumu_mobenga__full,wuumu_mobenga,full,-wúl,,,
wuumu_mobenga__good,wuumu_mobenga,good,-bwet,,,
wuumu_mobenga__ground,wuumu_mobenga,ground,máán,,,
wuumu_mobenga__hair,wuumu_mobenga,hair,lifúú/nfúú,,,
wuumu_mobenga__head,wuumu_mobenga,head,mutswé/mitswé,,,
wuumu_mobenga__heart,wuumu_mobenga,heart,mukɔ́l/mikɔ́l,,,
wuumu_mobenga__horn,wuumu_mobenga,horn,ibwɔ́ɔ́/bibwɔ́ɔ́,,,
wuumu_mobenga__knee,wuumu_mobenga,knee,bwɔɔ/mabwɔɔ,,,
wuumu_mobenga__leaf,wuumu_mobenga,leaf,dwít/madwít,,,
wuumu_mobenga__leg,wuumu_mobenga,leg,kɔ́l/makɔ́l,,,
wuumu_mobenga__liver,wuumu_mobenga,liver,mantsɔɔ,,,
wuumu_mobenga__long,wuumu_mobenga,long,-le,,,
wuumu_mobenga__louse,wuumu_mobenga,louse,ntsíín,,,
wuumu_mobenga__man,wuumu_mobenga,man,bɔ́ɔ́l/babɔ́ɔ́l,,,
wuumu_mobenga__many,wuumu_mobenga,many,-fúl,,,
wuumu_mobenga__meat,wuumu_mobenga,meat,mbíl,,,
wuumu_mobenga__moon,wuumu_mobenga,moon,ngwɛ́ɛ́n,,,
wuumu_mobenga__mountain,wuumu_mobenga,mountain,mubioo/mibioo,,,
wuumu_mobenga__mouth,wuumu_mobenga,mouth,munwá/minwá,,,
wuumu_mobenga__nail,wuumu_mobenga,nail,linzál/manzal,,,
wuumu_mobenga__name,wuumu_mobenga,name,nkwúm/mankwúm,,,
wuumu_mobenga__neck,wuumu_mobenga,neck,bol/mabol,,,
wuumu_mobenga__new,wuumu_mobenga,new,-mpa,,,
wuumu_mobenga__night,wuumu_mobenga,night,mpííb,,,
wuumu_mobenga__nose,wuumu_mobenga,nose,m̀bwɔɔm/mambwɔɔm,,,
wuumu_mobenga__one,wuumu_mobenga,one,-mó,,,
wuumu_mobenga__path,wuumu_mobenga,path,nzíl,,,
wuumu_mobenga__person,wuumu_mobenga,person,mwút/báát,,,
wuumu_mobenga__rain,wuumu_mobenga,rain,-mvúl,,,
wuumu_mobenga__red,wuumu_mobenga,red,i-beel,,,
wuumu_mobenga__root,wuumu_mobenga,root,musíímín/misíímín,,,
wuumu_mobenga__sand,wuumu_mobenga,sand,ntsiee,,,
wuumu_mobenga__seed,wuumu_mobenga,seed,mbúm,,,
wuumu_mobenga__skin,wuumu_mobenga,skin,ibáán/bibáán,,,
wuumu_mobenga__sleep_n,wuumu_mobenga,sleep_n,tɔ́l,,,
wuumu_mobenga__small,wuumu_mobenga,small,-kio,,,
wuumu_mobenga__smoke,wuumu_mobenga,smoke,muyúú/miyúú,,,
wuumu_mobenga__star,wuumu_mobenga,star,mpál,,,
wuumu_mobenga__star_s2,wuumu_mobenga,star,mwǎt,,,
wuumu_mobenga__stone,wuumu_mobenga,stone,nkuun/mankuun,,,
wuumu_mobenga__swim,wuumu_mobenga,swim,-tsio,,,
wuumu_mobenga__tail,wuumu_mobenga,tail,mu-kila,,,
wuumu_mobenga__to_bite,wuumu_mobenga,to_bite,kutswa,,,
wuumu_mobenga__to_burn,wuumu_mobenga,to_burn,i-diu,,,
wuumu_mobenga__to_come,wuumu_mobenga,to_come,iya,,,
wuumu_mobenga__to_die,wuumu_mobenga,to_die,i-tfa,,,
wuumu_mobenga__to_drink,wuumu_mobenga,to_drink,inwa,,,
wuumu_mobenga__to_eat,wuumu_mobenga,to_eat,idya,,,
wuumu_mobenga__to_fly,wuumu_mobenga,to_fly,-púmoo ipúmoo,,,
wuumu_mobenga__to_give,wuumu_mobenga,to_give,-ngwa,,,
wuumu_mobenga__to_hear,wuumu_mobenga,to_hear,iwa,,,
wuumu_mobenga__to_kill,wuumu_mobenga,to_kill,iduu,,,
wuumu_mobenga__to_know,wuumu_mobenga,to_know,iyiab,,,
wuumu_mobenga__to_lie_down,wuumu_mobenga,to_lie_down,lál (ikal lilál),,,
wuumu_mobenga__to_say,wuumu_mobenga,to_say,iliel,,,
wuumu_mobenga__to_see,wuumu_mobenga,to_see,imón,,,
wuumu_mobenga__to_sit,wuumu_mobenga,to_sit,isio,,,
wuumu_mobenga__to_stand,wuumu_mobenga,to_stand,ikal tutsút,,,
wuumu_mobenga__to_walk,wuumu_mobenga,to_walk,ilút,,,
wuumu_mobenga__tongue,wuumu_mobenga,tongue,lilím/malím,,,
wuumu_mobenga__tree,wuumu_mobenga,tree,mutí/mití,,,
wuumu_mobenga__two,wuumu_mobenga,two,bwel,,,
wuumu_mobenga__warm_weather,wuumu_mobenga,warm_weather,mwíl,,,
wuumu_mobenga__warm_weather_s2,wuumu_mobenga,warm_weather,ikál ambaa,,,
wuumu_mobenga__water,wuumu_mobenga,water,madya (mwél),,,
wuumu_mobenga__what,wuumu_mobenga,what,nké,,,
wuumu_mobenga__white,wuumu_mobenga,white,-ndel,,,
wuumu_mobenga__who,wuumu_mobenga,who,na,,,
wuumu_mobenga__woman,wuumu_mobenga,woman,mukáát/bakáát,,,
wuumu_mambulu__all,wuumu_mambulu,all,-onsi,,,
wuumu_mambulu__arm,wuumu_mambulu,arm,kœkœ,,,
wuumu_mambulu__belly,wuumu_mambulu,belly,ki-vumu,,,
wuumu_mambulu__bird,wuumu_mambulu,bird,n-uni,,,
wuumu_mambulu__bird_s2,wuumu_mambulu,bird,balaka,,,
wuumu_mambulu__black,wuumu_mambulu,black,-pinu,,,
wuumu_mambulu__blood,wuumu_mambulu,blood,ma-kila,,,
wuumu_mambulu__bone,wuumu_mambulu,bone,ma-fwa,,,
wuumu_mambulu__breast,wuumu_mambulu,breast,n-tulu,,,
wuumu_mambulu__cold,wuumu_mambulu,cold,mo-didi,,,
wuumu_mambulu___to_be_dry,wuumu_mambulu,to_be_dry,iwaa,,,
wuumu_mambulu__ear,wuumu_mambulu,ear,e-ti/ma-ti,,,
wuumu_mambulu__egg,wuumu_mambulu,egg,-ke,,,
wuumu_mambulu__eye,wuumu_mambulu,eye,d-isi/m-isi,,,
wuumu_mambulu__fire,wuumu_mambulu,fire,m-bã,,,
wuumu_mambulu__fish,wuumu_mambulu,fish,m-bidi,,,
wuumu_mambulu__ground,wuumu_mambulu,ground,n-tœtœ,,,
wuumu_mambulu__hair,wuumu_mambulu,hair,m-fumfu,,,
wuumu_mambulu__head,wuumu_mambulu,head,mu-nswi,,,
wuumu_mambulu__heart,wuumu_mambulu,heart,mu-kœlœ,,,
wuumu_mambulu__horn,wuumu_mambulu,horn,m-paka,,,
wuumu_mambulu__knee,wuumu_mambulu,knee,-bongœ,,,
wuumu_mambulu__many,wuumu_mambulu,many,-alœ,,,
wuumu_mambulu__meat,wuumu_mambulu,meat,m-bizi,,,
wuumu_mambulu__moon,wuumu_mambulu,moon,n-suŋgi,,,
wuumu_mambulu__mountain,wuumu_mambulu,mountain,lama,,,
wuumu_mambulu__mouth,wuumu_mambulu,mouth,m-nũ̃a,,,
wuumu_mambulu__name,wuumu_mambulu,name,n-kumbœ,,,
wuumu_mambulu__neck,wuumu_mambulu,neck,mo-widi,,,
wuumu_mambulu__night,wuumu_mambulu,night,m-pimpa,,,
wuumu_mambulu__nose,wuumu_mambulu,nose,m-bombœ,,,
wuumu_mambulu__one,wuumu_mambulu,one,mœsi,,,
wuumu_mambulu__skin,wuumu_mambulu,skin,n-itu,,,
wuumu_mambulu__sleep_n,wuumu_mambulu,sleep_n,bi-miŋa,,,
wuumu_mambulu__smoke,wuumu_mambulu,smoke,mw-isi,,,
wuumu_mambulu__star,wuumu_mambulu,star,m-bwetete,,,
wuumu_mambulu__stone,wuumu_mambulu,stone,tadi/ma-tadi,,,
wuumu_mambulu__sun,wuumu_mambulu,sun,tedi,,,
wuumu_mambulu__tail,wuumu_mambulu,tail,mu-kila,,,
wuumu_mambulu__to_come,wuumu_mambulu,to_come,-ya,,,
wuumu_mambulu__to_die,wuumu_mambulu,to_die,-fi,,,
wuumu_mambulu__to_eat,wuumu_mambulu,to_eat,-dia,,,
wuumu_mambulu__to_give,wuumu_mambulu,to_give,-wa,,,
wuumu_mambulu__to_kill,wuumu_mambulu,to_kill,-dusa,,,
wuumu_mambulu__to_know,wuumu_mambulu,to_know,-yeba,,,
wuumu_mambulu__to_see,wuumu_mambulu,to_see,-mœna,,,
wuumu_mambulu__to_sit,wuumu_mambulu,to_sit,-kala,,,
wuumu_mambulu__to_sit_s2,wuumu_mambulu,to_sit,bwa,,,
wuumu_mambulu__to_stand,wuumu_mambulu,to_stand,-telama,,,
wuumu_mambulu__tongue,wuumu_mambulu,tongue,lu-dimi,,,
wuumu_mambulu__tooth,wuumu_mambulu,tooth,d-inu/m-inu,,,
